target;id;text;text_tokenized_list;text_tokenized
cause;3753.0;planes de choque e intervencion sin posibilidad de prevision y prevencion del delito;['planes', 'choque', 'intervencion', 'posibilidad', 'prevision', 'prevencion', 'delito'];planes choque intervencion posibilidad prevision prevencion delito
problem;2733.0;los escenarios deportivos y recreativos del municipio son deficientes y se encuentran en mal estado para atender las diversas necesidades de los habitantes;['escenarios', 'deportivos', 'recreativos', 'municipio', 'deficientes', 'encuentran', 'mal', 'atender', 'diversas', 'necesidades', 'habitantes'];escenarios deportivos recreativos municipio deficientes encuentran mal atender diversas necesidades habitantes
effect;19238.0;aumento en los costos operativos;['aumento', 'costos', 'operativos'];aumento costos operativos
effect;8559.0;perdida y deterioro del hito arquitectonico foco del desarrollo socieconomico del municipio.;['perdida', 'deterioro', 'hito', 'arquitectonico', 'foco', 'desarrollo', 'socieconomico', 'municipio'];perdida deterioro hito arquitectonico foco desarrollo socieconomico municipio
cause;8739.0;deterioro continuo de las vias;['deterioro', 'continuo', 'vias'];deterioro continuo vias
effect;144621.0;afectacion de la imagen favorable del municipio por parte de la comunidad y los visitantes.;['afectacion', 'imagen', 'favorable', 'municipio', 'parte', 'comunidad', 'visitantes'];afectacion imagen favorable municipio parte comunidad visitantes
effect;126760.0;incremento de la poblacion con exceso de peso u obesidad;['incremento', 'poblacion', 'exceso', 'peso', 'u', 'obesidad'];incremento poblacion exceso peso u obesidad
effect;933.0;aulas y comedor escolar en condiciones muy regulares;['aulas', 'comedor', 'escolar', 'condiciones', 'regulares'];aulas comedor escolar condiciones regulares
cause;8497.0;escaso mantenimiento de la via;['escaso', 'mantenimiento', 'via'];escaso mantenimiento via
effect;9272.0;aumento del sedentarismo;['aumento', 'sedentarismo'];aumento sedentarismo
effect;8436.0;inadecuadas condiciones para el transito vehicular sobre el rio;['inadecuadas', 'condiciones', 'transito', 'vehicular', 'rio'];inadecuadas condiciones transito vehicular rio
problem;63319.0;"la infraestrcutra actual del parque municipal     la molienda"" no cuenta con el mantenimiento adecuado generando deteriro y dificultando las actividades recreodeportivas que permitan el optimo desarrollo de la poblacion del municipio""";['infraestrcutra', 'actual', 'parque', 'municipal', 'molienda', 'cuenta', 'mantenimiento', 'adecuado', 'generando', 'deteriro', 'dificultando', 'actividades', 'recreodeportivas', 'permitan', 'optimo', 'desarrollo', 'poblacion', 'municipio'];infraestrcutra actual parque municipal molienda cuenta mantenimiento adecuado generando deteriro dificultando actividades recreodeportivas permitan optimo desarrollo poblacion municipio
cause;3698.0;falta de divulgacion y difusion de los manuales de accesibilidad y planes integrales de accesibilidad para las personas con discapacidad;['falta', 'divulgacion', 'difusion', 'manuales', 'accesibilidad', 'planes', 'integrales', 'accesibilidad', 'personas', 'discapacidad'];falta divulgacion difusion manuales accesibilidad planes integrales accesibilidad personas discapacidad
cause;2557.0;escasa transferencia de tecnologia;['escasa', 'transferencia', 'tecnologia'];escasa transferencia tecnologia
effect;20912.0;aumento de tiempos de viaje;['aumento', 'tiempos', 'viaje'];aumento tiempos viaje
problem;28159.0;la via que del casco urbano comunica a la comunidad de la vereda mompos en el sector patevaca, presenta dificultades de movilidad. este punto de la via se caracteriza por presentar una pendiente pronunciada;['via', 'casco', 'urbano', 'comunica', 'comunidad', 'vereda', 'mompos', 'sector', 'patevaca', 'presenta', 'dificultades', 'movilidad', 'punto', 'via', 'caracteriza', 'presentar', 'pendiente', 'pronunciada'];via casco urbano comunica comunidad vereda mompos sector patevaca presenta dificultades movilidad punto via caracteriza presentar pendiente pronunciada
effect;3095.0;baja calidad educativa;['baja', 'calidad', 'educativa'];baja calidad educativa
cause;7744.0;falta de inversion por parte de los gobiernos departamentales y municipal.;['falta', 'inversion', 'parte', 'gobiernos', 'departamentales', 'municipal'];falta inversion parte gobiernos departamentales municipal
problem;487.0;bajo acceso a diferentes lineas de credito en los bancos por parte de los afiliados a la corporacion social de cundinamarca;['bajo', 'acceso', 'diferentes', 'lineas', 'credito', 'bancos', 'parte', 'afiliados', 'corporacion', 'social', 'cundinamarca'];bajo acceso diferentes lineas credito bancos parte afiliados corporacion social cundinamarca
effect;20755.0;paso restringido a vehiculos;['paso', 'restringido', 'vehiculos'];paso restringido vehiculos
cause;14021.0;deterioro de las vias;['deterioro', 'vias'];deterioro vias
cause;14371.0;deterioro de las vias;['deterioro', 'vias'];deterioro vias
effect;5773.0;dificultad para desarrollar actividades turisticas;['dificultad', 'desarrollar', 'actividades', 'turisticas'];dificultad desarrollar actividades turisticas
cause;10407.0;espacio reducido para la alimentacion de los estudiantes;['espacio', 'reducido', 'alimentacion', 'estudiantes'];espacio reducido alimentacion estudiantes
effect;7530.0;condiciones inapropiadas para desarrollo de actividades escolares.;['condiciones', 'inapropiadas', 'desarrollo', 'actividades', 'escolares'];condiciones inapropiadas desarrollo actividades escolares
problem;2174.0;dificultad en la intercomunicacion terrestre de una parte de la poblacion rural en la via nilo - la sonora del municipio de nilo, cundinamarca.;['dificultad', 'intercomunicacion', 'terrestre', 'parte', 'poblacion', 'rural', 'via', 'nilo', 'sonora', 'municipio', 'nilo', 'cundinamarca'];dificultad intercomunicacion terrestre parte poblacion rural via nilo sonora municipio nilo cundinamarca
cause;3879.0;fuertes temporadas invernales afectando el estado de la via;['fuertes', 'temporadas', 'invernales', 'afectando', 'via'];fuertes temporadas invernales afectando via
effect;4614.0;alto del indice de necesidades basicas insatisfechas de la poblacion;['alto', 'indice', 'necesidades', 'basicas', 'insatisfechas', 'poblacion'];alto indice necesidades basicas insatisfechas poblacion
cause;2605.0;escacez de recursos para inversion en infraestructura educativa;['escacez', 'recursos', 'inversion', 'infraestructura', 'educativa'];escacez recursos inversion infraestructura educativa
effect;212102.0;enfermedades producidas por estres y hacinamiento;['enfermedades', 'producidas', 'estres', 'hacinamiento'];enfermedades producidas estres hacinamiento
effect;122964.0;bajos ingresos de los propietarios de las fincas de los productores de panela.;['bajos', 'ingresos', 'propietarios', 'fincas', 'productores', 'panela'];bajos ingresos propietarios fincas productores panela
effect;8183.0;disminucion motivacional hacia temas educativos;['disminucion', 'motivacional', 'hacia', 'temas', 'educativos'];disminucion motivacional hacia temas educativos
problem;575.0;falta de fortalecimiento en el desarrollo de contenidos educativos en las diferentes areas del conocimiento;['falta', 'fortalecimiento', 'desarrollo', 'contenidos', 'educativos', 'diferentes', 'areas', 'conocimiento'];falta fortalecimiento desarrollo contenidos educativos diferentes areas conocimiento
cause;4116.0;deficiente drenaje de escorrentia;['deficiente', 'drenaje', 'escorrentia'];deficiente drenaje escorrentia
problem;37035.0;dificultad en la intercomunicacion terrestre de la poblacion rural ubicada en las veredas claraval y chuscales del municipio de junin cundinamarca;['dificultad', 'intercomunicacion', 'terrestre', 'poblacion', 'rural', 'ubicada', 'veredas', 'claraval', 'chuscales', 'municipio', 'junin', 'cundinamarca'];dificultad intercomunicacion terrestre poblacion rural ubicada veredas claraval chuscales municipio junin cundinamarca
problem;4089.0;dificultad en la intercomunicacion terrestre de una parte de la poblacion rural del municipio;['dificultad', 'intercomunicacion', 'terrestre', 'parte', 'poblacion', 'rural', 'municipio'];dificultad intercomunicacion terrestre parte poblacion rural municipio
effect;1834.0;altos indices de enfermedades respiratorias en ninos y adultos.;['altos', 'indices', 'enfermedades', 'respiratorias', 'ninos', 'adultos'];altos indices enfermedades respiratorias ninos adultos
effect;1930.0;desarticulacion con los diferentes actores;['desarticulacion', 'diferentes', 'actores'];desarticulacion diferentes actores
effect;3774.0;alto grado de emigracion de personas a la zona urbana del municipio.;['alto', 'grado', 'emigracion', 'personas', 'zona', 'urbana', 'municipio'];alto grado emigracion personas zona urbana municipio
cause;3573.0;vision limitada de los municipios sobre la importancia del acceso de las comunidades a la practica deportiva.;['vision', 'limitada', 'municipios', 'importancia', 'acceso', 'comunidades', 'practica', 'deportiva'];vision limitada municipios importancia acceso comunidades practica deportiva
cause;4979.0;construccion sin consideraciones tecnicas;['construccion', 'consideraciones', 'tecnicas'];construccion consideraciones tecnicas
effect;2497.0;imagen institucional deteriorada;['imagen', 'institucional', 'deteriorada'];imagen institucional deteriorada
cause;14510.0;deterioro de las vias urbanas;['deterioro', 'vias', 'urbanas'];deterioro vias urbanas
cause;148167.0;deterioro condiciones de la  via;['deterioro', 'condiciones', 'via'];deterioro condiciones via
cause;3877.0;alto indices de trafico promedio diario;['alto', 'indices', 'trafico', 'promedio', 'diario'];alto indices trafico promedio diario
cause;3573.0;vision limitada de los municipios sobre la importancia del acceso de las comunidades a la practica deportiva.;['vision', 'limitada', 'municipios', 'importancia', 'acceso', 'comunidades', 'practica', 'deportiva'];vision limitada municipios importancia acceso comunidades practica deportiva
effect;9413.0;perdidas humanas;['perdidas', 'humanas'];perdidas humanas
cause;3098.0;baja dotacion de  maquinaria,   equipos  e insumos para  la produccion primaria y agroindustrial de las minicadenas;['baja', 'dotacion', 'maquinaria', 'equipos', 'insumos', 'produccion', 'primaria', 'agroindustrial', 'minicadenas'];baja dotacion maquinaria equipos insumos produccion primaria agroindustrial minicadenas
effect;8074.0;deterioro de vias, infraestructura, viviendas, umento de factores de riesgo para integridad en salud de infantes, adultos mayores y madres gestantes;['deterioro', 'vias', 'infraestructura', 'viviendas', 'umento', 'factores', 'riesgo', 'integridad', 'salud', 'infantes', 'adultos', 'mayores', 'madres', 'gestantes'];deterioro vias infraestructura viviendas umento factores riesgo integridad salud infantes adultos mayores madres gestantes
cause;7485.0;escaso mantenimiento de la via;['escaso', 'mantenimiento', 'via'];escaso mantenimiento via
cause;14330.0;escasos recursos economicos de la poblacion para construccion de vivienda.;['escasos', 'recursos', 'economicos', 'poblacion', 'construccion', 'vivienda'];escasos recursos economicos poblacion construccion vivienda
effect;2667.0;debilidad en la promocion de la participacion ciudadana;['debilidad', 'promocion', 'participacion', 'ciudadana'];debilidad promocion participacion ciudadana
cause;125793.0;carencia de infraestructura para puntos criticos;['carencia', 'infraestructura', 'puntos', 'criticos'];carencia infraestructura puntos criticos
effect;21660.0;altos costos de movilizacion de personas y productos;['altos', 'costos', 'movilizacion', 'personas', 'productos'];altos costos movilizacion personas productos
cause;1925.0;vias en mal estado intransitables o con restricciones de transito;['vias', 'mal', 'intransitables', 'restricciones', 'transito'];vias mal intransitables restricciones transito
effect;5572.0;deficiencias en las condiciones de vida desde la parte habitacional, relacionadas con servicios basicos, con calidad de materiales o con espacios requeridos.;['deficiencias', 'condiciones', 'vida', 'parte', 'habitacional', 'relacionadas', 'servicios', 'basicos', 'calidad', 'materiales', 'espacios', 'requeridos'];deficiencias condiciones vida parte habitacional relacionadas servicios basicos calidad materiales espacios requeridos
cause;9076.0;pobre gestion por parte de los entes territoriales a cargo;['pobre', 'gestion', 'parte', 'entes', 'territoriales', 'cargo'];pobre gestion parte entes territoriales cargo
cause;2884.0;pretension de corregir a los animales;['pretension', 'corregir', 'animales'];pretension corregir animales
problem;551.0;desconocimiento de la poblacion cundinamarques sobre los beneficios y caracteristicas de los negocios verdes;['desconocimiento', 'poblacion', 'cundinamarques', 'beneficios', 'caracteristicas', 'negocios', 'verdes'];desconocimiento poblacion cundinamarques beneficios caracteristicas negocios verdes
effect;103955.0;aumento de tiempos de viaje por bajo mantenimiento;['aumento', 'tiempos', 'viaje', 'bajo', 'mantenimiento'];aumento tiempos viaje bajo mantenimiento
cause;137372.0;deterioro de las vias urbanas del municipio.;['deterioro', 'vias', 'urbanas', 'municipio'];deterioro vias urbanas municipio
effect;9199.0;aumento de los tiempos de desplazamiento de la poblacion en general.;['aumento', 'tiempos', 'desplazamiento', 'poblacion', 'general'];aumento tiempos desplazamiento poblacion general
cause;7606.0;se practica deporte en espacios improvisados por escenario inadecuado;['practica', 'deporte', 'espacios', 'improvisados', 'escenario', 'inadecuado'];practica deporte espacios improvisados escenario inadecuado
effect;19445.0;aumento en los costos de transporte de carga y pasajeros;['aumento', 'costos', 'transporte', 'carga', 'pasajeros'];aumento costos transporte carga pasajeros
effect;2305.0;desarticulacion de acciones, duplicidad de esfuerzos y recursos, planeacion a corto plazo;['desarticulacion', 'acciones', 'duplicidad', 'esfuerzos', 'recursos', 'planeacion', 'corto', 'plazo'];desarticulacion acciones duplicidad esfuerzos recursos planeacion corto plazo
effect;2063.0;deterioro acelerado de los tratamientos efectuados;['deterioro', 'acelerado', 'tratamientos', 'efectuados'];deterioro acelerado tratamientos efectuados
cause;1960.0;perdida de material de recebo por periodos fuertes de lluvia aunado a las condiciones topograficas que definen vias con pendientes superiores al 12%.;['perdida', 'material', 'recebo', 'periodos', 'fuertes', 'lluvia', 'aunado', 'condiciones', 'topograficas', 'definen', 'vias', 'pendientes', 'superiores'];perdida material recebo periodos fuertes lluvia aunado condiciones topograficas definen vias pendientes superiores
cause;4060.0;falta de recursos economicos para la construccion del polideportivo del barrio villas de san luis;['falta', 'recursos', 'economicos', 'construccion', 'polideportivo', 'barrio', 'villas', 'san', 'luis'];falta recursos economicos construccion polideportivo barrio villas san luis
cause;95656.0;1.1 construccion sin consideraciones tecnicas;['construccion', 'consideraciones', 'tecnicas'];construccion consideraciones tecnicas
cause;104854.0;inexistente mantenimiento periodico o rutinario;['inexistente', 'mantenimiento', 'periodico', 'rutinario'];inexistente mantenimiento periodico rutinario
cause;3565.0;insuficiencias en la formulacion de planes pedagogicos y estrategicos  de los programas de desarrollo motriz y de irradiacion, formacion y especializacion deportiva.;['insuficiencias', 'formulacion', 'planes', 'pedagogicos', 'estrategicos', 'programas', 'desarrollo', 'motriz', 'irradiacion', 'formacion', 'especializacion', 'deportiva'];insuficiencias formulacion planes pedagogicos estrategicos programas desarrollo motriz irradiacion formacion especializacion deportiva
cause;7855.0;drenaje superficial deficiente;['drenaje', 'superficial', 'deficiente'];drenaje superficial deficiente
effect;144158.0;ncremento en los precios de los productos;['ncremento', 'precios', 'productos'];ncremento precios productos
effect;6499.0;aumento en los costos de transporte;['aumento', 'costos', 'transporte'];aumento costos transporte
cause;14568.0;precariedad en las viviendas en los estratos objeto de atencion;['precariedad', 'viviendas', 'estratos', 'objeto', 'atencion'];precariedad viviendas estratos objeto atencion
cause;16667.0;bajo mantenimiento de la via.;['bajo', 'mantenimiento', 'via'];bajo mantenimiento via
problem;4725.0;dificultad en la intercomunicacion terrestre de la poblacion rural de la vereda de guina del municipio.;['dificultad', 'intercomunicacion', 'terrestre', 'poblacion', 'rural', 'vereda', 'guina', 'municipio'];dificultad intercomunicacion terrestre poblacion rural vereda guina municipio
effect;22066.0;incremento indices de contaminacion ambiental por proliferacion de vectores;['incremento', 'indices', 'contaminacion', 'ambiental', 'proliferacion', 'vectores'];incremento indices contaminacion ambiental proliferacion vectores
cause;2457.0;dotaciones inadecuadas o insuficientes;['dotaciones', 'inadecuadas', 'insuficientes'];dotaciones inadecuadas insuficientes
cause;1991.0;desatencion de puntos criticos;['desatencion', 'puntos', 'criticos'];desatencion puntos criticos
effect;5100.0;proliferacion de enfermedades asociadas al hacinamiento y al saneamiento basico;['proliferacion', 'enfermedades', 'asociadas', 'hacinamiento', 'saneamiento', 'basico'];proliferacion enfermedades asociadas hacinamiento saneamiento basico
problem;2025.0;desercion escolar en el municipio por falta de infraestructura educativa;['desercion', 'escolar', 'municipio', 'falta', 'infraestructura', 'educativa'];desercion escolar municipio falta infraestructura educativa
effect;8741.0;desercion escolar;['desercion', 'escolar'];desercion escolar
problem;752.0;deficiente infraestructura fisica en el colegio las mercedes en el municipio de nocaima;['deficiente', 'infraestructura', 'fisica', 'colegio', 'mercedes', 'municipio', 'nocaima'];deficiente infraestructura fisica colegio mercedes municipio nocaima
effect;15921.0;desgaste innecesario de recursos fisicos y financieros por parte del departamento y los municipios;['desgaste', 'innecesario', 'recursos', 'fisicos', 'financieros', 'parte', 'departamento', 'municipios'];desgaste innecesario recursos fisicos financieros parte departamento municipios
effect;3794.0;dificultad de prestar los servicios a la comunidad;['dificultad', 'prestar', 'servicios', 'comunidad'];dificultad prestar servicios comunidad
effect;2457.0;obsoletas practicas agropecuarias.;['obsoletas', 'practicas', 'agropecuarias'];obsoletas practicas agropecuarias
effect;9710.0;baja atencion al usuario;['baja', 'atencion', 'usuario'];baja atencion usuario
cause;5908.0;bajo mantenimiento preventivo y correctivo de la via;['bajo', 'mantenimiento', 'preventivo', 'correctivo', 'via'];bajo mantenimiento preventivo correctivo via
cause;3930.0;desarticulacion de los proyectos de alcance regional en los planes de ordenamiento territorial municipial, asi como no necesariamente estos proyectos dan respuesta a las necesidades regionales;['desarticulacion', 'proyectos', 'alcance', 'regional', 'planes', 'ordenamiento', 'territorial', 'municipial', 'asi', 'necesariamente', 'proyectos', 'dan', 'respuesta', 'necesidades', 'regionales'];desarticulacion proyectos alcance regional planes ordenamiento territorial municipial asi necesariamente proyectos dan respuesta necesidades regionales
effect;2862.0;indiferencia por parte del estado para liderar y desarrollar programas dirigidos a personas con discapacidad;['indiferencia', 'parte', 'liderar', 'desarrollar', 'programas', 'dirigidos', 'personas', 'discapacidad'];indiferencia parte liderar desarrollar programas dirigidos personas discapacidad
cause;4690.0;escaso mantenimiento de la via;['escaso', 'mantenimiento', 'via'];escaso mantenimiento via
effect;7172.0;desinteres por visitar la zona urbana del municipio;['desinteres', 'visitar', 'zona', 'urbana', 'municipio'];desinteres visitar zona urbana municipio
cause;8468.0;deterioro de la superficie de rodadura;['deterioro', 'superficie', 'rodadura'];deterioro superficie rodadura
effect;19167.0;aumento de tiempos de viaje;['aumento', 'tiempos', 'viaje'];aumento tiempos viaje
cause;3416.0;no se garantiza el cabal cumplimiento de las ordenes impartidas  por los juzgados especializados en restitucion de tierras para la reparacion integral a victimas;['garantiza', 'cabal', 'cumplimiento', 'ordenes', 'impartidas', 'juzgados', 'especializados', 'restitucion', 'tierras', 'reparacion', 'integral', 'victimas'];garantiza cabal cumplimiento ordenes impartidas juzgados especializados restitucion tierras reparacion integral victimas
cause;9049.0;demanda de espacios adecuados para la practica de actividades recreativas y culturales, por parte de la comunidad;['demanda', 'espacios', 'adecuados', 'practica', 'actividades', 'recreativas', 'culturales', 'parte', 'comunidad'];demanda espacios adecuados practica actividades recreativas culturales parte comunidad
effect;7718.0;incremento en los costos de operacion;['incremento', 'costos', 'operacion'];incremento costos operacion
cause;7221.0;baja periodicidad y calidad en el mantenimiento;['baja', 'periodicidad', 'calidad', 'mantenimiento'];baja periodicidad calidad mantenimiento
effect;4416.0;mayores gastos en transporte por parte de la poblacion.;['mayores', 'gastos', 'transporte', 'parte', 'poblacion'];mayores gastos transporte parte poblacion
effect;7891.0;no identificar fallas u oportunidades de mejora dentro y fuera de las empresas.;['identificar', 'fallas', 'u', 'oportunidades', 'mejora', 'dentro', 'empresas'];identificar fallas u oportunidades mejora dentro empresas
cause;12488.0;escasos programas de fomento al deporte;['escasos', 'programas', 'fomento', 'deporte'];escasos programas fomento deporte
effect;17857.0;dificil acceso vehicular;['dificil', 'acceso', 'vehicular'];dificil acceso vehicular
effect;4614.0;deficiente rendimiento de los deportistas municipales por las condiciones climaticas;['deficiente', 'rendimiento', 'deportistas', 'municipales', 'condiciones', 'climaticas'];deficiente rendimiento deportistas municipales condiciones climaticas
cause;3260.0;falta de acompanamiento interinstitucional con oferta y recursos economicos;['falta', 'acompanamiento', 'interinstitucional', 'oferta', 'recursos', 'economicos'];falta acompanamiento interinstitucional oferta recursos economicos
cause;12378.0;deficiente drenaje de escorrentia;['deficiente', 'drenaje', 'escorrentia'];deficiente drenaje escorrentia
cause;3734.0;las unidades especializadas en infancia y adolescencia tienden a desertar  o cambiar de especilidad;['unidades', 'especializadas', 'infancia', 'adolescencia', 'tienden', 'desertar', 'cambiar', 'especilidad'];unidades especializadas infancia adolescencia tienden desertar cambiar especilidad
cause;16894.0;deterioro de las vias;['deterioro', 'vias'];deterioro vias
effect;1721.0;afectacion de la calidad de vida de la poblacion cundinamrquesa.;['afectacion', 'calidad', 'vida', 'poblacion', 'cundinamrquesa'];afectacion calidad vida poblacion cundinamrquesa
cause;213219.0;deficit de espacios fisicos.;['deficit', 'espacios', 'fisicos'];deficit espacios fisicos
effect;5559.0;aumento en los tiempos de desplazamiento vehicular;['aumento', 'tiempos', 'desplazamiento', 'vehicular'];aumento tiempos desplazamiento vehicular
cause;3109.0;malos habitos alimenticios y de aprovechamiento del tiempo libre  en los diferentes grupos poblacionales del departamento;['malos', 'habitos', 'alimenticios', 'aprovechamiento', 'tiempo', 'libre', 'diferentes', 'grupos', 'poblacionales', 'departamento'];malos habitos alimenticios aprovechamiento tiempo libre diferentes grupos poblacionales departamento
effect;9412.0;desmejoramiento de la infraestructua de la malla vial;['desmejoramiento', 'infraestructua', 'malla', 'vial'];desmejoramiento infraestructua malla vial
effect;142762.0;reduccion de visitantes al santuario;['reduccion', 'visitantes', 'santuario'];reduccion visitantes santuario
cause;14922.0;ausencia de disenos electricos, de carga y distribucion en el plantel de la id jhon f. kennedy;['ausencia', 'disenos', 'electricos', 'carga', 'distribucion', 'plantel', 'id', 'jhon', 'kennedy'];ausencia disenos electricos carga distribucion plantel id jhon kennedy
problem;495.0;baja  productividad y competitividad de las especies menores;['baja', 'productividad', 'competitividad', 'especies', 'menores'];baja productividad competitividad especies menores
cause;11251.0;ocupacion progresiva del espacio de uso publico del polideportivo, por grupos que lo destinan a actividades ilegales (venta y consumo de spa, etc.).;['ocupacion', 'progresiva', 'espacio', 'uso', 'publico', 'polideportivo', 'grupos', 'destinan', 'actividades', 'ilegales', 'venta', 'consumo', 'spa', 'etc'];ocupacion progresiva espacio uso publico polideportivo grupos destinan actividades ilegales venta consumo spa etc
effect;16519.0;dificultad para el desplazamiento de la poblacion al casco urbano y demas veredas del municipio;['dificultad', 'desplazamiento', 'poblacion', 'casco', 'urbano', 'demas', 'veredas', 'municipio'];dificultad desplazamiento poblacion casco urbano demas veredas municipio
cause;11622.0;escaso recurso presupuestal;['escaso', 'recurso', 'presupuestal'];escaso recurso presupuestal
problem;3673.0;la via  que conduce del salon comunal rincon santo -banoy  se encuentra en  condiciones deficientes que dificultan el transito vehicular;['via', 'conduce', 'salon', 'comunal', 'rincon', 'santo', 'encuentra', 'condiciones', 'deficientes', 'dificultan', 'transito', 'vehicular'];via conduce salon comunal rincon santo encuentra condiciones deficientes dificultan transito vehicular
effect;5907.0;aumento de los costos de transporte de carga y pasajeros;['aumento', 'costos', 'transporte', 'carga', 'pasajeros'];aumento costos transporte carga pasajeros
effect;1980.0;incremento de problemas y trastornos mentales;['incremento', 'problemas', 'trastornos', 'mentales'];incremento problemas trastornos mentales
effect;12728.0;incremento en los costos de mantenimiento vehicular;['incremento', 'costos', 'mantenimiento', 'vehicular'];incremento costos mantenimiento vehicular
cause;2711.0;vulneracion de derechos sexuales y reproductivos de las mujeres;['vulneracion', 'derechos', 'sexuales', 'reproductivos', 'mujeres'];vulneracion derechos sexuales reproductivos mujeres
problem;2292.0;malas condiciones de habitabilidad de los habitantes del municipio de el colegio por deterioro cualitativo de las viviendas, generando posible riesgos , problemas de salubridad por malas condiciones en las habitaciones  y cocinas;['malas', 'condiciones', 'habitabilidad', 'habitantes', 'municipio', 'colegio', 'deterioro', 'cualitativo', 'viviendas', 'generando', 'posible', 'riesgos', 'problemas', 'salubridad', 'malas', 'condiciones', 'habitaciones', 'cocinas'];malas condiciones habitabilidad habitantes municipio colegio deterioro cualitativo viviendas generando posible riesgos problemas salubridad malas condiciones habitaciones cocinas
cause;3602.0;falta de personal para realizar el seguimiento;['falta', 'personal', 'realizar', 'seguimiento'];falta personal realizar seguimiento
effect;8322.0;3.1 accidentes y lesiones frecuentes de los deportistas;['accidentes', 'lesiones', 'frecuentes', 'deportistas'];accidentes lesiones frecuentes deportistas
cause;3328.0;manejo inadecuado de los sistemas terrestres circundantes a los sistemas lagunares;['manejo', 'inadecuado', 'sistemas', 'terrestres', 'circundantes', 'sistemas', 'lagunares'];manejo inadecuado sistemas terrestres circundantes sistemas lagunares
problem;1343.0;dificultad en la intercomunicacion terrestre de una parte de la poblacion rural del municipio;['dificultad', 'intercomunicacion', 'terrestre', 'parte', 'poblacion', 'rural', 'municipio'];dificultad intercomunicacion terrestre parte poblacion rural municipio
cause;200291.0;los materiales no cumplen con las especificaciones tecnicas;['materiales', 'cumplen', 'especificaciones', 'tecnicas'];materiales cumplen especificaciones tecnicas
problem;4468.0;dificultad en la intercomunicacion terrestre de la poblacion rural de la vereda cacique sector escuela nazareth en el municipio de ubaque.;['dificultad', 'intercomunicacion', 'terrestre', 'poblacion', 'rural', 'vereda', 'cacique', 'sector', 'escuela', 'nazareth', 'municipio', 'ubaque'];dificultad intercomunicacion terrestre poblacion rural vereda cacique sector escuela nazareth municipio ubaque
cause;2694.0;insuficiencia en la capacidad instalada (equipos, insumos y recurso humano) para el diagnostico.;['insuficiencia', 'capacidad', 'instalada', 'equipos', 'insumos', 'recurso', 'humano', 'diagnostico'];insuficiencia capacidad instalada equipos insumos recurso humano diagnostico
cause;2715.0;procesos deficientes investigacion de productos innovadores y diferenciados;['procesos', 'deficientes', 'investigacion', 'productos', 'innovadores', 'diferenciados'];procesos deficientes investigacion productos innovadores diferenciados
cause;6681.0;baja oferta y demanda de productos y transporte de la vereda.;['baja', 'oferta', 'demanda', 'productos', 'transporte', 'vereda'];baja oferta demanda productos transporte vereda
effect;7689.0;aumento en los costos de produccion agricola;['aumento', 'costos', 'produccion', 'agricola'];aumento costos produccion agricola
effect;2429.0;elevadas condiciones de pobreza;['elevadas', 'condiciones', 'pobreza'];elevadas condiciones pobreza
cause;3171.0;limitados mecanismos para elevar competencias y desempenos del personal de la secretaria de hacienda.;['limitados', 'mecanismos', 'elevar', 'competencias', 'desempenos', 'personal', 'secretaria', 'hacienda'];limitados mecanismos elevar competencias desempenos personal secretaria hacienda
cause;2342.0;carencia de recurso humano especializado en gestion de proyectos de cooperacion;['carencia', 'recurso', 'humano', 'especializado', 'gestion', 'proyectos', 'cooperacion'];carencia recurso humano especializado gestion proyectos cooperacion
cause;7417.0;ambiente escolar desprotegido e inseguro para los estudiantes de la institucion educativa;['ambiente', 'escolar', 'desprotegido', 'inseguro', 'estudiantes', 'institucion', 'educativa'];ambiente escolar desprotegido inseguro estudiantes institucion educativa
problem;4266.0;dificultad en la intercomunicacion terrestre de una parte de la poblacion rural del municipio;['dificultad', 'intercomunicacion', 'terrestre', 'parte', 'poblacion', 'rural', 'municipio'];dificultad intercomunicacion terrestre parte poblacion rural municipio
problem;1119.0;dificultad en la intercomunicacion terrestre de la vereda rio negro, sector alto de las cuevas;['dificultad', 'intercomunicacion', 'terrestre', 'vereda', 'rio', 'negro', 'sector', 'alto', 'cuevas'];dificultad intercomunicacion terrestre vereda rio negro sector alto cuevas
problem;4986.0;baja rentabilidad y sostenibilidad de procesos agropecuarios implementados por pequenos y medianos productores del sector rural;['baja', 'rentabilidad', 'sostenibilidad', 'procesos', 'agropecuarios', 'implementados', 'pequenos', 'medianos', 'productores', 'sector', 'rural'];baja rentabilidad sostenibilidad procesos agropecuarios implementados pequenos medianos productores sector rural
cause;4281.0;desconocimiento de la poblacion de la region en el manejo de los recursos del agua.;['desconocimiento', 'poblacion', 'region', 'manejo', 'recursos', 'agua'];desconocimiento poblacion region manejo recursos agua
cause;3253.0;no existe una estrategia para fortalecer  los procesos de participacion de las vca en las politicas publicas;['existe', 'estrategia', 'fortalecer', 'procesos', 'participacion', 'vca', 'politicas', 'publicas'];existe estrategia fortalecer procesos participacion vca politicas publicas
