TIPO;ID;DESCRIPCION;DESCRIPCION_LEM;
Effect;8225.0;Bajo interes en hacer deporte y promoverlo;['bajo', 'inter', 'en', 'hacer', 'deporte', 'y', 'promover', 'él'];
Effect;8226.0;Inadecuado aprovechamiento del tiempo libre de los estudiantes.;['inadecuado', 'aprovechamiento', 'de', 'el', 'tiempo', 'libre', 'de', 'el', 'estudiante', '.'];
Effect;8227.0;Alto riesgo de accidentalidad de los estudiantes;['alto', 'riesgo', 'de', 'accidentalidad', 'de', 'el', 'estudiante'];
Cause;7604.0;Bajos incentivos para las practicas deportivas.;['bajo', 'incentivo', 'para', 'el', 'practica', 'deportivo', '.'];
Cause;7605.0;Ausencia de gestion administrativa;['ausencia', 'de', 'gestion', 'administrativo'];
Cause;7606.0;Se practica deporte en espacios improvisados por escenario inadecuado;['él', 'practicar', 'deporte', 'en', 'espacio', 'improvisado', 'por', 'escenario', 'inadecuado'];
Problem;2434.0;COMUNIDAD ESTUDIANTIL AFECTADOS POR FALTA DE INSTALACIONES COMPLETAS E IDONEAS EN LA INSTITUCION EDUCATIVA SANTA MARTA DEL MUNICIPIO DE SAN BERNARDO CUNDINAMARCA;['comunidad', 'estudiantil', 'afectado', 'por', 'falta', 'de', 'instalación', 'completo', 'e', 'idoneo', 'en', 'el', 'institucion', 'educativo', 'santo', 'marta', 'de', 'el', 'municipio', 'de', 'san', 'bernardo', 'cundinamarca'];
Effect;9172.0;Baja cobertura escolar del sector de la Institucion Educativa Santa Marta;['bajo', 'cobertura', 'escolar', 'de', 'el', 'sector', 'de', 'el', 'institucion', 'educativo', 'santo', 'marta'];
Effect;9173.0;Disminucion de la calidad en la prestacion del servicio educativo de la Institucion Educativa Santa Marta;['disminucion', 'de', 'el', 'calidad', 'en', 'el', 'prestacion', 'de', 'el', 'servicio', 'educativo', 'de', 'el', 'institucion', 'educativo', 'santo', 'marta'];
Cause;8443.0;Deficiencia de la infraestructura educativa respecto a las instalaciones;['deficiencia', 'de', 'el', 'infraestructura', 'educativo', 'respecto', 'a', 'el', 'instalación'];
Cause;8444.0;Aumento de la poblacion en edad escolar de demanda el servicio educativo del sector oficial;['aumento', 'de', 'el', 'poblacion', 'en', 'edad', 'escolar', 'de', 'demanda', 'el', 'servicio', 'educativo', 'de', 'el', 'sector', 'oficial'];
Problem;1171.0;La infraestructura fisica del las instituciones educativas rurales y urbanas del municipio de bojaca, presentan fallas de tipo fisico que requieren intervencion inmediata para la garantizar la calidad del servicio.;['el', 'infraestructura', 'fisico', 'de', 'el', 'el', 'institución', 'educativo', 'rural', 'y', 'urbano', 'de', 'el', 'municipio', 'de', 'bojaca', ',', 'presentar', 'falla', 'de', 'tipo', 'fisico', 'que', 'requerir', 'intervencion', 'inmediato', 'para', 'el', 'garantizar', 'el', 'calidad', 'de', 'el', 'servicio', '.'];
Effect;4938.0;Dificultades en el acceso, uso y apropiacion de los espacios propios de la Educacion;['dificultad', 'en', 'el', 'acceso', ',', 'uso', 'y', 'apropiacion', 'de', 'el', 'espacio', 'propio', 'de', 'el', 'educacion'];
Effect;4939.0;Deficientes resultados en materia de calidad educativa;['deficiente', 'resultado', 'en', 'materia', 'de', 'calidad', 'educativo'];
Effect;4940.0;Mayor brecha educativa, lo que  limita las competencias para la insercion en el mercado laboral;['mayor', 'brecha', 'educativo', ',', 'él', 'que', 'limitar', 'el', 'competencia', 'para', 'el', 'insercion', 'en', 'el', 'mercado', 'laboral'];
Cause;4671.0;No se cuenta con recursos para subsanar las falencias fiscas en las intituciones educativas;['no', 'él', 'contar', 'con', 'recurso', 'para', 'subsanar', 'el', 'falencia', 'fisco', 'en', 'el', 'intitución', 'educativo'];
Cause;4672.0;Deficiente infraestructura en instituciones educativas oficiales;['deficiente', 'infraestructura', 'en', 'institución', 'educativo', 'oficial'];
Cause;4673.0;Dificulta la implementacion de practicas pedagogicas innovadoras;['dificultar', 'el', 'implementacion', 'de', 'practica', 'pedagogico', 'innovador'];
Problem;2618.0;Deficit de espacios fisicos para la practica, promocion y el desarrollo de actividades deportivas, por lo que se han incrementado los problemas de orden social.;['deficit', 'de', 'espacio', 'fisico', 'para', 'el', 'practicar', ',', 'promocion', 'y', 'el', 'desarrollo', 'de', 'actividad', 'deportivo', ',', 'por', 'él', 'que', 'él', 'haber', 'incrementar', 'el', 'problema', 'de', 'orden', 'social', '.'];
Effect;9756.0;Aumento de los problemas sociales tales como la drogadiccion y el alcoholismo.;['aumento', 'de', 'el', 'problema', 'social', 'tal', 'como', 'el', 'drogadiccion', 'y', 'el', 'alcoholismo', '.'];
Effect;9757.0;Desinteres en la practica del deporte y las actividades de tiempo libre.;['desinter', 'en', 'el', 'practicar', 'de', 'el', 'deporte', 'y', 'el', 'actividad', 'de', 'tiempo', 'libre', '.'];
Cause;8931.0;Deficit de infraestructura fisica deportiva;['deficit', 'de', 'infraestructura', 'fisico', 'deportivo'];
Cause;8932.0;Falta de recursos para la inversion en infraestructura deportiva;['falta', 'de', 'recurso', 'para', 'el', 'inversion', 'en', 'infraestructura', 'deportivo'];
Problem;2618.0;Deficit de espacios fisicos para la practica, promocion y el desarrollo de actividades deportivas, por lo que se han incrementado los problemas de orden social.;['deficit', 'de', 'espacio', 'fisico', 'para', 'el', 'practicar', ',', 'promocion', 'y', 'el', 'desarrollo', 'de', 'actividad', 'deportivo', ',', 'por', 'él', 'que', 'él', 'haber', 'incrementar', 'el', 'problema', 'de', 'orden', 'social', '.'];
Effect;9756.0;Aumento de los problemas sociales tales como la drogadiccion y el alcoholismo.;['aumento', 'de', 'el', 'problema', 'social', 'tal', 'como', 'el', 'drogadiccion', 'y', 'el', 'alcoholismo', '.'];
Effect;9757.0;Desinteres en la practica del deporte y las actividades de tiempo libre.;['desinter', 'en', 'el', 'practicar', 'de', 'el', 'deporte', 'y', 'el', 'actividad', 'de', 'tiempo', 'libre', '.'];
Cause;8931.0;Deficit de infraestructura fisica deportiva;['deficit', 'de', 'infraestructura', 'fisico', 'deportivo'];
Cause;8932.0;Falta de recursos para la inversion en infraestructura deportiva;['falta', 'de', 'recurso', 'para', 'el', 'inversion', 'en', 'infraestructura', 'deportivo'];
Problem;1874.0;DIFICULTAD EN LA REALIZACION DE ACTIVIDADES EDUCATIVAS, DEPORTIVAS Y RECREATIVAS EN LA ESCUELA LA PORTADA DEL MUNICIPIO DE TIBACUY;['dificultad', 'en', 'el', 'realizacion', 'de', 'actividad', 'educativo', ',', 'deportivo', 'y', 'recreativo', 'en', 'el', 'escuela', 'el', 'portada', 'de', 'el', 'municipio', 'de', 'tibacuy'];
Effect;7413.0;Practica de deporte informal;['practicar', 'de', 'deporte', 'informal'];
Effect;7414.0;Aumento de sedentarismo;['aumento', 'de', 'sedentarismo'];
Effect;7415.0;Migracion de los practicantes de deportes a otros Municipios;['migracion', 'de', 'el', 'practicante', 'de', 'deporte', 'a', 'otro', 'municipio'];
Effect;7416.0;Se practica deporte en espacios improvisados no adecuados;['él', 'practicar', 'deporte', 'en', 'espacio', 'improvisado', 'no', 'adecuado'];
Effect;7417.0;Incremento de la poblacion con exceso de peso u obesidad;['incremento', 'de', 'el', 'poblacion', 'con', 'exceso', 'de', 'peso', 'u', 'obesidad'];
Effect;7418.0;Desperdicio de talentos deportivos;['desperdicio', 'de', 'talento', 'deportivo'];
Effect;7419.0;Incrementos de gastos economicos de las familias;['incremento', 'de', 'gasto', 'economico', 'de', 'el', 'familia'];
Cause;6877.0;Deficiencias en los espacios para la practica deportiva;['deficiencia', 'en', 'el', 'espacio', 'para', 'el', 'practicar', 'deportivo'];
Cause;6878.0;Bajos incentivos para la practica deportiva;['bajo', 'incentivo', 'para', 'el', 'practicar', 'deportivo'];
Cause;6879.0;Restricciones de acceso a escenarios;['restricción', 'de', 'acceso', 'a', 'escenario'];
Cause;6880.0;Deterioro de los espacios;['deterioro', 'de', 'el', 'espacio'];
Cause;6881.0;Reducido apoyo a deportistas;['reducido', 'apoyo', 'a', 'deportista'];
Cause;6882.0;Escasos programas de fomento al deporte;['escaso', 'programa', 'de', 'fomento', 'a', 'el', 'deporte'];
Problem;2235.0;Bajos niveles de practica deportiva en el municipio;['bajo', 'nivel', 'de', 'practicar', 'deportivo', 'en', 'el', 'municipio'];
Effect;8626.0;Practica del deporte informal.;['practicar', 'de', 'el', 'deporte', 'informal', '.'];
Effect;8627.0;Se practica deporte en espacios improvisados no adecuados;['él', 'practicar', 'deporte', 'en', 'espacio', 'improvisado', 'no', 'adecuado'];
Cause;7941.0;Reducida disponibilidad de infraestructura;['reducido', 'disponibilidad', 'de', 'infraestructura'];
Cause;7942.0;Baja construccion de Infraestructura Deportiva;['bajo', 'construccion', 'de', 'infraestructura', 'deportivo'];
Problem;2110.0;MAL ESTADO DE LAS UNIDADES SANITARIAS EXISTENTES EN LA INSTITUCION EDUCATIVA. QUE AUMENTAN LA EXPOSICION DE LOS ESTUDIANTES A AREAS INSALUBRES POR EL DETERIORO DE LAS MISMAS Y EL EFECTO DEL USO.;['mal', 'estado', 'de', 'el', 'unidad', 'sanitario', 'existente', 'en', 'el', 'institucion', 'educativo', '.', 'que', 'aumentar', 'el', 'exposicion', 'de', 'el', 'estudiante', 'a', 'area', 'insalubre', 'por', 'el', 'deterioro', 'de', 'el', 'mismo', 'y', 'el', 'efecto', 'de', 'el', 'uso', '.'];
Effect;8242.0;INCREMENTO DE VECTORES DISPERSORES DE INFECCIONES.;['incremento', 'de', 'vector', 'dispersor', 'de', 'infección', '.'];
Effect;8243.0;ALTA PROLIFERACION DE ENFERMEDADES GASTROINTESTINALES.;['alto', 'proliferacion', 'de', 'enfermedad', 'gastrointestinal', '.'];
Cause;7625.0;UNIDADES SANITARIAS, EXISTENTES EN MAL ESTADO.;['unidad', 'sanitario', ',', 'existente', 'en', 'mal', 'estado', '.'];
Cause;7626.0;FALTA DE INVERSION Y MANTENIMIENTO.;['falta', 'de', 'inversion', 'y', 'mantenimiento', '.'];
Problem;1590.0;Baja prestacion del servicio educativo en instituciones del municipio de Junin, Cundinamarca por falta de cerramiento en malla para cubrir la escuela;['bajo', 'prestacion', 'de', 'el', 'servicio', 'educativo', 'en', 'institución', 'de', 'el', 'municipio', 'de', 'junin', ',', 'cundinamarca', 'por', 'falta', 'de', 'cerramiento', 'en', 'malla', 'para', 'cubrir', 'el', 'escuela'];
Effect;8182.0;Bajo rendimiento educativo;['bajo', 'rendimiento', 'educativo'];
Effect;8183.0;Disminucion motivacional hacia temas educativos;['disminucion', 'motivacional', 'hacia', 'tema', 'educativo'];
Cause;6568.0;Insuficientes espacios adecuados para el desarrollo de actividades educativas;['insuficiente', 'espacio', 'adecuado', 'para', 'el', 'desarrollo', 'de', 'actividad', 'educativo'];
Cause;6569.0;Poco mantenimiento de la infraestructura;['poco', 'mantenimiento', 'de', 'el', 'infraestructura'];
Problem;3112.0;Ausencia de infraestructura educativa para el funcionamiento del restaurante en la institucion Departamental Mariano Santamaria;['ausencia', 'de', 'infraestructura', 'educativo', 'para', 'el', 'funcionamiento', 'de', 'el', 'restaurante', 'en', 'el', 'institucion', 'departamental', 'mariano', 'santamario'];
Effect;11339.0;Inadecuada infraestructura para la implementacion de programas de nutricion escolar;['inadecuado', 'infraestructura', 'para', 'el', 'implementacion', 'de', 'programa', 'de', 'nutricion', 'escolar'];
Effect;11340.0;hacimiento en horas del descanso y/o recreo;['hacimiento', 'en', 'hora', 'de', 'el', 'descanso', 'y/o', 'recreo'];
Cause;10406.0;Aumento en la poblacion estudiantil;['aumento', 'en', 'el', 'poblacion', 'estudiantil'];
Cause;10407.0;Espacio reducido para la alimentacion de los estudiantes;['espacio', 'reducido', 'para', 'el', 'alimentacion', 'de', 'el', 'estudiante'];
Problem;1191.0;Deficiente infraestructura educativa en el municipio;['deficiente', 'infraestructura', 'educativo', 'en', 'el', 'municipio'];
Effect;5068.0;Instituciones educativas con riesgos para la poblacion infantil;['institución', 'educativo', 'con', 'riesgo', 'para', 'el', 'poblacion', 'infantil'];
Effect;5069.0;Desercion escolar;['desercion', 'escolar'];
Cause;4992.0;Bajos recursos del municipio para invertir en la infraestructura educativa;['bajo', 'recurso', 'de', 'el', 'municipio', 'para', 'invertir', 'en', 'el', 'infraestructura', 'educativo'];
Cause;4993.0;Baja poblacion infantil en el municipio;['bajo', 'poblacion', 'infantil', 'en', 'el', 'municipio'];
Problem;1191.0;Deficiente infraestructura educativa en el municipio;['deficiente', 'infraestructura', 'educativo', 'en', 'el', 'municipio'];
Effect;5068.0;Instituciones educativas con riesgos para la poblacion infantil;['institución', 'educativo', 'con', 'riesgo', 'para', 'el', 'poblacion', 'infantil'];
Effect;5069.0;Desercion escolar;['desercion', 'escolar'];
Cause;4992.0;Bajos recursos del municipio para invertir en la infraestructura educativa;['bajo', 'recurso', 'de', 'el', 'municipio', 'para', 'invertir', 'en', 'el', 'infraestructura', 'educativo'];
Cause;4993.0;Baja poblacion infantil en el municipio;['bajo', 'poblacion', 'infantil', 'en', 'el', 'municipio'];
Problem;3027.0;Mal estado de la infraestructura de las escuelas rurales (paloquemao,laguna verde, santander y el chircal) del municipio de Zipacon Cundinamarca.;['mal', 'estado', 'de', 'el', 'infraestructura', 'de', 'el', 'escuela', 'rural', '(', 'paloquemao', ',', 'laguna', 'verde', ',', 'santander', 'y', 'el', 'chircal', ')', 'de', 'el', 'municipio', 'de', 'zipacon', 'cundinamarco', '.'];
Effect;11041.0;Inconfortabilidad en el habitat escolar;['inconfortabilidad', 'en', 'el', 'habitat', 'escolar'];
Effect;11042.0;Inconformidad de la comunidad educativa;['inconformidad', 'de', 'el', 'comunidad', 'educativo'];
Effect;11043.0;Retraso en el conocimiento educativo;['retraso', 'en', 'el', 'conocimiento', 'educativo'];
Effect;11044.0;Areas de trabajo con mala infraestructura locativa(banos, salones y zonas deportivas);['area', 'de', 'trabajo', 'con', 'malo', 'infraestructura', 'locativa(', 'bano', ',', 'salón', 'y', 'zona', 'deportivo', ')'];
Effect;11045.0;Deterioro de la imagen del municipio;['deterioro', 'de', 'el', 'imagen', 'de', 'el', 'municipio'];
Effect;11046.0;Ambiente escolar inadecuado.;['ambiente', 'escolar', 'inadecuado', '.'];
Effect;11047.0;Riesgo de inasistencia escolar por desmotivacion;['riesgo', 'de', 'inasistencia', 'escolar', 'por', 'desmotivacion'];
Effect;11048.0;Incumplimiento de los planes de accion educativo y de desarrollo;['incumplimiento', 'de', 'el', 'plan', 'de', 'accion', 'educativo', 'y', 'de', 'desarrollo'];
Effect;11049.0;Bajo nivel de motivacion para acceso a la escolaridad en poblacion vulnerable;['bajo', 'nivel', 'de', 'motivacion', 'para', 'acceso', 'a', 'el', 'escolaridad', 'en', 'poblacion', 'vulnerable'];
Effect;11050.0;espacios inadecuados para los alumnos y docentes;['espacio', 'inadecuado', 'para', 'el', 'alumno', 'y', 'docente'];
Cause;10128.0;Infraestructura Administrativa En Mal Estado;['infraestructura', 'administrativo', 'en', 'mal', 'estado'];
Cause;10130.0;Falta De Mantenimiento;['falta', 'de', 'mantenimiento'];
Cause;10131.0;Baja disponibilidad de recursos economicos;['bajo', 'disponibilidad', 'de', 'recurso', 'economico'];
Cause;10143.0;Retraso en el conocimiento educativo;['retraso', 'en', 'el', 'conocimiento', 'educativo'];
Problem;1032.0;Deficiencia en la implementan de la jornada unica en el Municipio de Ubate;['deficiencia', 'en', 'él', 'implementar', 'de', 'el', 'jornada', 'unico', 'en', 'el', 'municipio', 'de', 'ubate'];
Effect;4427.0;Baja disponibilidad de cupos escolares;['bajo', 'disponibilidad', 'de', 'cupo', 'escolar'];
Effect;4428.0;Alto hacinamiento escolar;['alto', 'hacinamiento', 'escolar'];
Effect;4429.0;Baja calidad educativa;['bajo', 'calidad', 'educativo'];
Effect;4430.0;Alta indisciplina de los escolares;['alto', 'indisciplina', 'de', 'el', 'escolar'];
Cause;4182.0;Baja oferta en espacio escolar;['bajo', 'oferta', 'en', 'espacio', 'escolar'];
Cause;4183.0;Bajos incentivos para acceder a servicios de educacion basica y media;['bajo', 'incentivo', 'para', 'acceder', 'a', 'servicio', 'de', 'educacion', 'basico', 'y', 'medio'];
Cause;4184.0;Baja construccion de infraestructura escolar;['bajo', 'construccion', 'de', 'infraestructura', 'escolar'];
Cause;4185.0;Baja oferta de programas educativos;['bajo', 'oferta', 'de', 'programa', 'educativo'];
Problem;1733.0;Baja capacidad para la prestacion del servicio de educacion (basica o media) en el Municipio;['bajo', 'capacidad', 'para', 'el', 'prestacion', 'de', 'el', 'servicio', 'de', 'educacion', '(', 'basica', 'o', 'medio', ')', 'en', 'el', 'municipio'];
Effect;7078.0;Baja calidad educativa;['bajo', 'calidad', 'educativo'];
Effect;7079.0;Alto hacinamiento escolar;['alto', 'hacinamiento', 'escolar'];
Cause;7021.0;Inadecuada Infraestructura Educativa;['inadecuado', 'infraestructura', 'educativo'];
Cause;7022.0;Baja construccion de Infraestructura escolar;['bajo', 'construccion', 'de', 'infraestructura', 'escolar'];
Problem;1768.0;Los estudiantes de la Escuela Antonio Narino no pueden recibir sus clases adecuadamente por espacios insuficientes e inadecuados en el plantel eduativo;['el', 'estudiante', 'de', 'el', 'escuela', 'antonio', 'narino', 'no', 'poder', 'recibir', 'su', 'clase', 'adecuadamente', 'por', 'espacio', 'insuficiente', 'e', 'inadecuado', 'en', 'el', 'plantel', 'eduativo'];
Effect;7200.0;Hacinamiento en las aulas de clase;['hacinamiento', 'en', 'el', 'aula', 'de', 'clase'];
Effect;7201.0;Desconcentracion e indisciplina en los estudiantes;['desconcentracion', 'e', 'indisciplina', 'en', 'el', 'estudiante'];
Effect;7202.0;Bajo rendimiento academico;['bajo', 'rendimiento', 'academico'];
Cause;7168.0;Mal estado de las aulas existentes y falta de ellas;['mal', 'estado', 'de', 'el', 'aula', 'existente', 'y', 'falta', 'de', 'él'];
Cause;7169.0;Instalaciones viejas e inadecuadas;['instalación', 'viejo', 'e', 'inadecuado'];
Cause;7170.0;Ausencia de mantenimiento de las aulas;['ausencia', 'de', 'mantenimiento', 'de', 'el', 'aula'];
Problem;937.0;Baja calidad en la prestacion del servicio de educacion en la Institucion Educativa Buscavida en el municipio de Guataqui, Cundinamarca.;['bajo', 'calidad', 'en', 'el', 'prestacion', 'de', 'el', 'servicio', 'de', 'educacion', 'en', 'el', 'institucion', 'educativo', 'buscavida', 'en', 'el', 'municipio', 'de', 'guataqui', ',', 'cundinamarca', '.'];
Effect;4131.0;Alto hacinamiento escolar.;['alto', 'hacinamiento', 'escolar', '.'];
Effect;4132.0;Insuficientes cupos escolares.;['insuficiente', 'cupo', 'escolar', '.'];
Effect;4133.0;Alta indisciplina de los escolares.;['alto', 'indisciplina', 'de', 'el', 'escolar', '.'];
Effect;4134.0;Aumento en los indices de estres calorico por los estudiantes.;['aumento', 'en', 'el', 'indiz', 'de', 'estre', 'calorico', 'por', 'el', 'estudiante', '.'];
Effect;4135.0;Desercion escolar.;['desercion', 'escolar', '.'];
Effect;4136.0;Bajo rendimiento escolar.;['bajo', 'rendimiento', 'escolar', '.'];
Effect;4137.0;Baja calidad educativa.;['bajo', 'calidad', 'educativo', '.'];
Cause;3913.0;Deficiente estado de la infraestructura educativa.;['deficiente', 'estado', 'de', 'el', 'infraestructura', 'educativo', '.'];
Cause;3914.0;Escasos recursos por parte de la alcaldia municipal.;['escaso', 'recurso', 'por', 'parte', 'de', 'el', 'alcaldia', 'municipal', '.'];
Cause;3915.0;Baja oferta de programas educativos.;['bajo', 'oferta', 'de', 'programa', 'educativo', '.'];
Cause;3916.0;Pocas obras de adecuacion y mantenimiento a la Infraestructura escolar.;['poco', 'obra', 'de', 'adecuacion', 'y', 'mantenimiento', 'a', 'el', 'infraestructura', 'escolar', '.'];
Problem;3235.0;Hacinamiento del cuerpo estudiantil en el restaurante escolar.;['hacinamiento', 'de', 'el', 'cuerpo', 'estudiantil', 'en', 'el', 'restaurante', 'escolar', '.'];
Effect;12575.0;Desercion escolar;['desercion', 'escolar'];
Effect;12576.0;Perdida de tiempo por los turnos que se realizan para que todos los estudiantes puedan acceder al programa de alimentacion escolar.;['perdido', 'de', 'tiempo', 'por', 'el', 'turno', 'que', 'él', 'realizar', 'para', 'que', 'todo', 'el', 'estudiante', 'poder', 'acceder', 'a', 'el', 'programa', 'de', 'alimentacion', 'escolar', '.'];
Cause;12285.0;Infraestructura inapropiada para el funcionamiento del restaurante escolar.;['infraestructura', 'inapropiado', 'para', 'el', 'funcionamiento', 'de', 'el', 'restaurante', 'escolar', '.'];
Cause;12286.0;Espacios reducidos para el funcionamiento del programa alimentaciòn escolar;['espacio', 'reducido', 'para', 'el', 'funcionamiento', 'de', 'el', 'programa', 'alimentaciòn', 'escolar'];
Problem;2026.0;Desercion escolar en el municipio por falta de infraestructura educativa;['desercion', 'escolar', 'en', 'el', 'municipio', 'por', 'falta', 'de', 'infraestructura', 'educativo'];
Effect;7969.0;Disminucion de la calidad educativa de la entidad territorial;['disminucion', 'de', 'el', 'calidad', 'educativo', 'de', 'el', 'entidad', 'territorial'];
Effect;7970.0;Baja demanda de ninos estudiando;['bajo', 'demanda', 'de', 'nino', 'estudiar'];
Effect;7971.0;Insatisfaccion de las necesidades educativas de la poblacion;['insatisfaccion', 'de', 'el', 'necesidad', 'educativo', 'de', 'el', 'poblacion'];
Effect;7972.0;Aumento en los niveles de desercion escolar;['aumento', 'en', 'el', 'nivel', 'de', 'desercion', 'escolar'];
Effect;7973.0;Bajo desempeno en las pruebas de Estado;['bajo', 'desempeno', 'en', 'el', 'prueba', 'de', 'estado'];
Effect;7974.0;Bajas competencias para el desempeno laboral;['bajo', 'competencia', 'para', 'el', 'desempeno', 'laboral'];
Cause;7382.0;Espacios inadecuados para el aprendizaje;['espacio', 'inadecuado', 'para', 'el', 'aprendizaje'];
Cause;7383.0;Falta de mantenimiento de la infraestructura;['falta', 'de', 'mantenimiento', 'de', 'el', 'infraestructura'];
Cause;7384.0;Infraestructura obsoleta;['infraestructura', 'obsoleto'];
Cause;7385.0;Falta de recursos y planes operativos de mantenimiento;['falta', 'de', 'recurso', 'y', 'plan', 'operativo', 'de', 'mantenimiento'];
Problem;2025.0;Desercion escolar en el municipio por falta de infraestructura educativa;['desercion', 'escolar', 'en', 'el', 'municipio', 'por', 'falta', 'de', 'infraestructura', 'educativo'];
Effect;7963.0;Disminucion de la calidad educativa de la entidad territorial;['disminucion', 'de', 'el', 'calidad', 'educativo', 'de', 'el', 'entidad', 'territorial'];
Effect;7964.0;Baja demanda de ninos estudiando;['bajo', 'demanda', 'de', 'nino', 'estudiar'];
Effect;7965.0;Insatisfaccion de las necesidades educativas de la poblacion;['insatisfaccion', 'de', 'el', 'necesidad', 'educativo', 'de', 'el', 'poblacion'];
Effect;7966.0;Aumento en los niveles de desercion escolar;['aumento', 'en', 'el', 'nivel', 'de', 'desercion', 'escolar'];
Effect;7967.0;Bajo desempeno en las pruebas de Estado;['bajo', 'desempeno', 'en', 'el', 'prueba', 'de', 'estado'];
Effect;7968.0;Bajas competencias para el desempeno laboral;['bajo', 'competencia', 'para', 'el', 'desempeno', 'laboral'];
Cause;7378.0;Espacios inadecuados para el aprendizaje;['espacio', 'inadecuado', 'para', 'el', 'aprendizaje'];
Cause;7379.0;Falta de mantenimiento de la infraestructura;['falta', 'de', 'mantenimiento', 'de', 'el', 'infraestructura'];
Cause;7380.0;Infraestructura obsoleta;['infraestructura', 'obsoleto'];
Cause;7381.0;Falta de recursos y planes operativos de mantenimiento;['falta', 'de', 'recurso', 'y', 'plan', 'operativo', 'de', 'mantenimiento'];
Problem;4075.0;Los estudiantes, docentes y personal de apoyo de la Institucion Educativa Jhon F  Kennedy no pueden desarrollar sus clases de informatica y computo por la baja calidad del sistema electrico en el plantel;['el', 'estudiante', ',', 'docente', 'y', 'personal', 'de', 'apoyo', 'de', 'el', 'institucion', 'educativo', 'jhon', 'f', 'kennedy', 'no', 'poder', 'desarrollar', 'su', 'clase', 'de', 'informatica', 'y', 'computo', 'por', 'el', 'bajo', 'calidad', 'de', 'el', 'sistema', 'electrico', 'en', 'el', 'plantel'];
Effect;15347.0;Los estudiantes de la Institucion Educativa Jhon F. Kennedy no pueden tomar sus clases de computo e informatica;['el', 'estudiante', 'de', 'el', 'institucion', 'educativo', 'jhon', 'f.', 'kennedy', 'no', 'poder', 'tomar', 'su', 'clase', 'de', 'computo', 'e', 'informatica'];
Effect;15348.0;Baja calidad educativa;['bajo', 'calidad', 'educativo'];
Effect;15349.0;Desmotivacion de los estudiantes;['desmotivacion', 'de', 'el', 'estudiante'];
Cause;14921.0;Deficiente e insuficiente sistema electrico en la ID Jhon F. Kennedy;['deficiente', 'e', 'insuficiente', 'sistema', 'electrico', 'en', 'el', 'id', 'jhon', 'f.', 'kennedy'];
Cause;14922.0;Ausencia de disenos electricos, de carga y distribucion en el plantel de la ID Jhon F. Kennedy;['ausencia', 'de', 'diseno', 'electrico', ',', 'de', 'carga', 'y', 'distribucion', 'en', 'el', 'plantel', 'de', 'el', 'id', 'jhon', 'f.', 'kennedy'];
Cause;14923.0;Falta de mantenimiento al sistema electrico en el plantel de la ID Jhon F. Kennedy;['falta', 'de', 'mantenimiento', 'a', 'el', 'sistema', 'electrico', 'en', 'el', 'plantel', 'de', 'el', 'id', 'jhon', 'f.', 'kennedy'];
Problem;4075.0;Los estudiantes, docentes y personal de apoyo de la Institucion Educativa Jhon F  Kennedy no pueden desarrollar sus clases de informatica y computo por la baja calidad del sistema electrico en el plantel;['el', 'estudiante', ',', 'docente', 'y', 'personal', 'de', 'apoyo', 'de', 'el', 'institucion', 'educativo', 'jhon', 'f', 'kennedy', 'no', 'poder', 'desarrollar', 'su', 'clase', 'de', 'informatica', 'y', 'computo', 'por', 'el', 'bajo', 'calidad', 'de', 'el', 'sistema', 'electrico', 'en', 'el', 'plantel'];
Effect;15347.0;Los estudiantes de la Institucion Educativa Jhon F. Kennedy no pueden tomar sus clases de computo e informatica;['el', 'estudiante', 'de', 'el', 'institucion', 'educativo', 'jhon', 'f.', 'kennedy', 'no', 'poder', 'tomar', 'su', 'clase', 'de', 'computo', 'e', 'informatica'];
Effect;15348.0;Baja calidad educativa;['bajo', 'calidad', 'educativo'];
Effect;15349.0;Desmotivacion de los estudiantes;['desmotivacion', 'de', 'el', 'estudiante'];
Cause;14921.0;Deficiente e insuficiente sistema electrico en la ID Jhon F. Kennedy;['deficiente', 'e', 'insuficiente', 'sistema', 'electrico', 'en', 'el', 'id', 'jhon', 'f.', 'kennedy'];
Cause;14922.0;Ausencia de disenos electricos, de carga y distribucion en el plantel de la ID Jhon F. Kennedy;['ausencia', 'de', 'diseno', 'electrico', ',', 'de', 'carga', 'y', 'distribucion', 'en', 'el', 'plantel', 'de', 'el', 'id', 'jhon', 'f.', 'kennedy'];
Cause;14923.0;Falta de mantenimiento al sistema electrico en el plantel de la ID Jhon F. Kennedy;['falta', 'de', 'mantenimiento', 'a', 'el', 'sistema', 'electrico', 'en', 'el', 'plantel', 'de', 'el', 'id', 'jhon', 'f.', 'kennedy'];
Problem;6059.0;Los estudiantes de la Institucion Educativa Kilpalamar se encuentran en condiciones inadecuadas e inseguras recibiendo su jornada escolar;['el', 'estudiante', 'de', 'el', 'institucion', 'educativo', 'kilpalamar', 'él', 'encontrar', 'en', 'condición', 'inadecuado', 'e', 'inseguro', 'recibir', 'su', 'jornada', 'escolar'];
Effect;22612.0;Los estudiantes de la Institucion Educativa Kilpalamar se encuentran en condiciones de inseguridad recibiendo su jornada escolar;['el', 'estudiante', 'de', 'el', 'institucion', 'educativo', 'kilpalamar', 'él', 'encontrar', 'en', 'condición', 'de', 'inseguridad', 'recibir', 'su', 'jornada', 'escolar'];
Effect;22613.0;Hacinamiento en las aulas de clase;['hacinamiento', 'en', 'el', 'aula', 'de', 'clase'];
